nome_inct,tipo_producao,periodo,n_tipos_producao
INCT em Eletrônica Orgânica (INCT-INEO),Artigo Aceito Para Publicacao,2015-2020,4
INCT em Eletrônica Orgânica (INCT-INEO),Artigo Aceito Para Publicacao,2020-2025,12
INCT em Eletrônica Orgânica (INCT-INEO),Artigo Publicado,2010-2015,1607
INCT em Eletrônica Orgânica (INCT-INEO),Artigo Publicado,2015-2020,1683
INCT em Eletrônica Orgânica (INCT-INEO),Artigo Publicado,2020-2025,1246
INCT em Eletrônica Orgânica (INCT-INEO),Capitulo De Livro Publicado,2010-2015,93
INCT em Eletrônica Orgânica (INCT-INEO),Capitulo De Livro Publicado,2015-2020,87
INCT em Eletrônica Orgânica (INCT-INEO),Capitulo De Livro Publicado,2020-2025,46
INCT em Eletrônica Orgânica (INCT-INEO),Livro Publicado Ou Organizado,2010-2015,29
INCT em Eletrônica Orgânica (INCT-INEO),Livro Publicado Ou Organizado,2015-2020,18
INCT em Eletrônica Orgânica (INCT-INEO),Livro Publicado Ou Organizado,2020-2025,11
INCT em Eletrônica Orgânica (INCT-INEO),Outra Producao Bibliografica,2010-2015,10
INCT em Eletrônica Orgânica (INCT-INEO),Outra Producao Bibliografica,2015-2020,8
INCT em Eletrônica Orgânica (INCT-INEO),Outra Producao Bibliografica,2020-2025,9
INCT em Eletrônica Orgânica (INCT-INEO),Prefacio Posfacio,2010-2015,6
INCT em Eletrônica Orgânica (INCT-INEO),Prefacio Posfacio,2020-2025,1
INCT em Eletrônica Orgânica (INCT-INEO),Texto Em Jornal Ou Revista,2010-2015,53
INCT em Eletrônica Orgânica (INCT-INEO),Texto Em Jornal Ou Revista,2015-2020,37
INCT em Eletrônica Orgânica (INCT-INEO),Texto Em Jornal Ou Revista,2020-2025,28
INCT em Eletrônica Orgânica (INCT-INEO),Trabalho Em Eventos,2010-2015,2589
INCT em Eletrônica Orgânica (INCT-INEO),Trabalho Em Eventos,2015-2020,1255
INCT em Eletrônica Orgânica (INCT-INEO),Trabalho Em Eventos,2020-2025,533
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Aceito Para Publicacao,2010-2015,4
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Aceito Para Publicacao,2015-2020,6
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Aceito Para Publicacao,2020-2025,48
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Aceito Para Publicacao,Fora dos períodos,1
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Publicado,2010-2015,1781
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Publicado,2015-2020,1823
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Artigo Publicado,2020-2025,1817
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Capitulo De Livro Publicado,2010-2015,388
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Capitulo De Livro Publicado,2015-2020,428
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Capitulo De Livro Publicado,2020-2025,291
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Livro Publicado Ou Organizado,2010-2015,87
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Livro Publicado Ou Organizado,2015-2020,94
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Livro Publicado Ou Organizado,2020-2025,84
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Outra Producao Bibliografica,2010-2015,58
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Outra Producao Bibliografica,2015-2020,49
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Outra Producao Bibliografica,2020-2025,23
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Partitura Musical,2020-2025,2
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Prefacio Posfacio,2010-2015,20
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Prefacio Posfacio,2015-2020,14
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Prefacio Posfacio,2020-2025,7
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Texto Em Jornal Ou Revista,2010-2015,249
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Texto Em Jornal Ou Revista,2015-2020,67
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Texto Em Jornal Ou Revista,2020-2025,23
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Trabalho Em Eventos,2010-2015,2441
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Trabalho Em Eventos,2015-2020,1205
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Trabalho Em Eventos,2020-2025,504
INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Traducao,2010-2015,5
INCT em Estudos Tectônicos,Artigo Aceito Para Publicacao,2010-2015,6
INCT em Estudos Tectônicos,Artigo Aceito Para Publicacao,2015-2020,2
INCT em Estudos Tectônicos,Artigo Aceito Para Publicacao,2020-2025,8
INCT em Estudos Tectônicos,Artigo Publicado,2010-2015,534
INCT em Estudos Tectônicos,Artigo Publicado,2015-2020,526
INCT em Estudos Tectônicos,Artigo Publicado,2020-2025,597
INCT em Estudos Tectônicos,Capitulo De Livro Publicado,2010-2015,56
INCT em Estudos Tectônicos,Capitulo De Livro Publicado,2015-2020,40
INCT em Estudos Tectônicos,Capitulo De Livro Publicado,2020-2025,28
INCT em Estudos Tectônicos,Livro Publicado Ou Organizado,2010-2015,11
INCT em Estudos Tectônicos,Livro Publicado Ou Organizado,2015-2020,7
INCT em Estudos Tectônicos,Livro Publicado Ou Organizado,2020-2025,11
INCT em Estudos Tectônicos,Outra Producao Bibliografica,2010-2015,12
INCT em Estudos Tectônicos,Outra Producao Bibliografica,2015-2020,4
INCT em Estudos Tectônicos,Prefacio Posfacio,2010-2015,3
INCT em Estudos Tectônicos,Prefacio Posfacio,2015-2020,1
INCT em Estudos Tectônicos,Prefacio Posfacio,2020-2025,3
INCT em Estudos Tectônicos,Texto Em Jornal Ou Revista,2010-2015,8
INCT em Estudos Tectônicos,Texto Em Jornal Ou Revista,2015-2020,5
INCT em Estudos Tectônicos,Texto Em Jornal Ou Revista,2020-2025,11
INCT em Estudos Tectônicos,Trabalho Em Eventos,2010-2015,1011
INCT em Estudos Tectônicos,Trabalho Em Eventos,2015-2020,564
INCT em Estudos Tectônicos,Trabalho Em Eventos,2020-2025,285
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Artigo Aceito Para Publicacao,2010-2015,3
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Artigo Aceito Para Publicacao,2015-2020,7
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Artigo Aceito Para Publicacao,2020-2025,17
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Artigo Publicado,2010-2015,1288
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Artigo Publicado,2015-2020,1149
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Artigo Publicado,2020-2025,784
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Capitulo De Livro Publicado,2010-2015,103
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Capitulo De Livro Publicado,2015-2020,87
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Capitulo De Livro Publicado,2020-2025,59
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Livro Publicado Ou Organizado,2010-2015,21
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Livro Publicado Ou Organizado,2015-2020,15
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Livro Publicado Ou Organizado,2020-2025,20
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Outra Producao Bibliografica,2010-2015,16
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Outra Producao Bibliografica,2015-2020,3
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Outra Producao Bibliografica,2020-2025,3
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Prefacio Posfacio,2015-2020,1
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Prefacio Posfacio,2020-2025,4
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Texto Em Jornal Ou Revista,2010-2015,49
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Texto Em Jornal Ou Revista,2015-2020,27
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Texto Em Jornal Ou Revista,2020-2025,10
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Trabalho Em Eventos,2010-2015,1336
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Trabalho Em Eventos,2015-2020,577
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Trabalho Em Eventos,2020-2025,267
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Traducao,2010-2015,1
INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Traducao,2015-2020,1
INCT em Geração Distribuída de Energia Elétrica,Artigo Aceito Para Publicacao,2010-2015,1
INCT em Geração Distribuída de Energia Elétrica,Artigo Aceito Para Publicacao,2020-2025,16
INCT em Geração Distribuída de Energia Elétrica,Artigo Publicado,2010-2015,752
INCT em Geração Distribuída de Energia Elétrica,Artigo Publicado,2015-2020,871
INCT em Geração Distribuída de Energia Elétrica,Artigo Publicado,2020-2025,891
INCT em Geração Distribuída de Energia Elétrica,Capitulo De Livro Publicado,2010-2015,46
INCT em Geração Distribuída de Energia Elétrica,Capitulo De Livro Publicado,2015-2020,52
INCT em Geração Distribuída de Energia Elétrica,Capitulo De Livro Publicado,2020-2025,61
INCT em Geração Distribuída de Energia Elétrica,Livro Publicado Ou Organizado,2010-2015,20
INCT em Geração Distribuída de Energia Elétrica,Livro Publicado Ou Organizado,2015-2020,15
INCT em Geração Distribuída de Energia Elétrica,Livro Publicado Ou Organizado,2020-2025,18
INCT em Geração Distribuída de Energia Elétrica,Outra Producao Bibliografica,2010-2015,29
INCT em Geração Distribuída de Energia Elétrica,Outra Producao Bibliografica,2015-2020,4
INCT em Geração Distribuída de Energia Elétrica,Outra Producao Bibliografica,2020-2025,1
INCT em Geração Distribuída de Energia Elétrica,Prefacio Posfacio,2010-2015,2
INCT em Geração Distribuída de Energia Elétrica,Prefacio Posfacio,2015-2020,1
INCT em Geração Distribuída de Energia Elétrica,Texto Em Jornal Ou Revista,2010-2015,15
INCT em Geração Distribuída de Energia Elétrica,Texto Em Jornal Ou Revista,2015-2020,32
INCT em Geração Distribuída de Energia Elétrica,Texto Em Jornal Ou Revista,2020-2025,24
INCT em Geração Distribuída de Energia Elétrica,Trabalho Em Eventos,2010-2015,2534
INCT em Geração Distribuída de Energia Elétrica,Trabalho Em Eventos,2015-2020,1798
INCT em Geração Distribuída de Energia Elétrica,Trabalho Em Eventos,2020-2025,1044
INCT em Materiais Complexos Funcionais (INCT-Inomat),Artigo Aceito Para Publicacao,2010-2015,5
INCT em Materiais Complexos Funcionais (INCT-Inomat),Artigo Aceito Para Publicacao,2015-2020,14
INCT em Materiais Complexos Funcionais (INCT-Inomat),Artigo Aceito Para Publicacao,2020-2025,22
INCT em Materiais Complexos Funcionais (INCT-Inomat),Artigo Publicado,2010-2015,2136
INCT em Materiais Complexos Funcionais (INCT-Inomat),Artigo Publicado,2015-2020,2403
INCT em Materiais Complexos Funcionais (INCT-Inomat),Artigo Publicado,2020-2025,1502
INCT em Materiais Complexos Funcionais (INCT-Inomat),Capitulo De Livro Publicado,2010-2015,93
INCT em Materiais Complexos Funcionais (INCT-Inomat),Capitulo De Livro Publicado,2015-2020,98
INCT em Materiais Complexos Funcionais (INCT-Inomat),Capitulo De Livro Publicado,2020-2025,100
INCT em Materiais Complexos Funcionais (INCT-Inomat),Livro Publicado Ou Organizado,2010-2015,31
INCT em Materiais Complexos Funcionais (INCT-Inomat),Livro Publicado Ou Organizado,2015-2020,15
INCT em Materiais Complexos Funcionais (INCT-Inomat),Livro Publicado Ou Organizado,2020-2025,16
INCT em Materiais Complexos Funcionais (INCT-Inomat),Outra Producao Bibliografica,2010-2015,68
INCT em Materiais Complexos Funcionais (INCT-Inomat),Outra Producao Bibliografica,2015-2020,44
INCT em Materiais Complexos Funcionais (INCT-Inomat),Outra Producao Bibliografica,2020-2025,30
INCT em Materiais Complexos Funcionais (INCT-Inomat),Prefacio Posfacio,2010-2015,1
INCT em Materiais Complexos Funcionais (INCT-Inomat),Prefacio Posfacio,2015-2020,3
INCT em Materiais Complexos Funcionais (INCT-Inomat),Prefacio Posfacio,2020-2025,4
INCT em Materiais Complexos Funcionais (INCT-Inomat),Texto Em Jornal Ou Revista,2010-2015,61
INCT em Materiais Complexos Funcionais (INCT-Inomat),Texto Em Jornal Ou Revista,2015-2020,77
INCT em Materiais Complexos Funcionais (INCT-Inomat),Texto Em Jornal Ou Revista,2020-2025,42
INCT em Materiais Complexos Funcionais (INCT-Inomat),Trabalho Em Eventos,2010-2015,2206
INCT em Materiais Complexos Funcionais (INCT-Inomat),Trabalho Em Eventos,2015-2020,1023
INCT em Materiais Complexos Funcionais (INCT-Inomat),Trabalho Em Eventos,2020-2025,445
INCT em Materiais Complexos Funcionais (INCT-Inomat),Traducao,2010-2015,48
INCT em Materiais Complexos Funcionais (INCT-Inomat),Traducao,2015-2020,15
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Artigo Aceito Para Publicacao,2010-2015,20
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Artigo Aceito Para Publicacao,2015-2020,27
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Artigo Aceito Para Publicacao,2020-2025,38
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Artigo Publicado,2010-2015,2254
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Artigo Publicado,2015-2020,2092
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Artigo Publicado,2020-2025,1649
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Capitulo De Livro Publicado,2010-2015,401
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Capitulo De Livro Publicado,2015-2020,297
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Capitulo De Livro Publicado,2020-2025,169
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Livro Publicado Ou Organizado,2010-2015,95
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Livro Publicado Ou Organizado,2015-2020,90
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Livro Publicado Ou Organizado,2020-2025,42
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Outra Producao Bibliografica,2010-2015,50
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Outra Producao Bibliografica,2015-2020,29
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Outra Producao Bibliografica,2020-2025,24
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Prefacio Posfacio,2010-2015,5
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Prefacio Posfacio,2015-2020,2
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Prefacio Posfacio,2020-2025,3
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Texto Em Jornal Ou Revista,2010-2015,83
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Texto Em Jornal Ou Revista,2015-2020,35
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Texto Em Jornal Ou Revista,2020-2025,28
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Trabalho Em Eventos,2010-2015,3503
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Trabalho Em Eventos,2015-2020,2173
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Trabalho Em Eventos,2020-2025,1268
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Traducao,2010-2015,9
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Traducao,2015-2020,22
INCT em Medicina Assistida por Computação Científica (INCT-MACC),Traducao,2020-2025,22
INCT em Medicina Regenerativa,Artigo Aceito Para Publicacao,2010-2015,13
INCT em Medicina Regenerativa,Artigo Aceito Para Publicacao,2015-2020,13
INCT em Medicina Regenerativa,Artigo Aceito Para Publicacao,2020-2025,30
INCT em Medicina Regenerativa,Artigo Publicado,2010-2015,3338
INCT em Medicina Regenerativa,Artigo Publicado,2015-2020,4043
INCT em Medicina Regenerativa,Artigo Publicado,2020-2025,3079
INCT em Medicina Regenerativa,Capitulo De Livro Publicado,2010-2015,352
INCT em Medicina Regenerativa,Capitulo De Livro Publicado,2015-2020,253
INCT em Medicina Regenerativa,Capitulo De Livro Publicado,2020-2025,213
INCT em Medicina Regenerativa,Livro Publicado Ou Organizado,2010-2015,28
INCT em Medicina Regenerativa,Livro Publicado Ou Organizado,2015-2020,32
INCT em Medicina Regenerativa,Livro Publicado Ou Organizado,2020-2025,42
INCT em Medicina Regenerativa,Outra Producao Bibliografica,2010-2015,26
INCT em Medicina Regenerativa,Outra Producao Bibliografica,2015-2020,54
INCT em Medicina Regenerativa,Outra Producao Bibliografica,2020-2025,20
INCT em Medicina Regenerativa,Prefacio Posfacio,2010-2015,4
INCT em Medicina Regenerativa,Prefacio Posfacio,2020-2025,1
INCT em Medicina Regenerativa,Texto Em Jornal Ou Revista,2010-2015,95
INCT em Medicina Regenerativa,Texto Em Jornal Ou Revista,2015-2020,114
INCT em Medicina Regenerativa,Texto Em Jornal Ou Revista,2020-2025,33
INCT em Medicina Regenerativa,Trabalho Em Eventos,2010-2015,4828
INCT em Medicina Regenerativa,Trabalho Em Eventos,2015-2020,2526
INCT em Medicina Regenerativa,Trabalho Em Eventos,2020-2025,1295
INCT em Medicina Regenerativa,Traducao,2010-2015,3
INCT em Medicina Regenerativa,Traducao,2015-2020,6
INCT em Medicina Regenerativa,Traducao,2020-2025,2
INCT em Refrigeração e Termofísica,Artigo Aceito Para Publicacao,2010-2015,1
INCT em Refrigeração e Termofísica,Artigo Aceito Para Publicacao,2015-2020,3
INCT em Refrigeração e Termofísica,Artigo Aceito Para Publicacao,2020-2025,5
INCT em Refrigeração e Termofísica,Artigo Publicado,2010-2015,82
INCT em Refrigeração e Termofísica,Artigo Publicado,2015-2020,112
INCT em Refrigeração e Termofísica,Artigo Publicado,2020-2025,95
INCT em Refrigeração e Termofísica,Capitulo De Livro Publicado,2010-2015,1
INCT em Refrigeração e Termofísica,Capitulo De Livro Publicado,2015-2020,4
INCT em Refrigeração e Termofísica,Livro Publicado Ou Organizado,2010-2015,2
INCT em Refrigeração e Termofísica,Livro Publicado Ou Organizado,2015-2020,5
INCT em Refrigeração e Termofísica,Livro Publicado Ou Organizado,2020-2025,5
INCT em Refrigeração e Termofísica,Texto Em Jornal Ou Revista,2020-2025,1
INCT em Refrigeração e Termofísica,Trabalho Em Eventos,2010-2015,116
INCT em Refrigeração e Termofísica,Trabalho Em Eventos,2015-2020,188
INCT em Refrigeração e Termofísica,Trabalho Em Eventos,2020-2025,109
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Artigo Aceito Para Publicacao,2010-2015,2
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Artigo Aceito Para Publicacao,2015-2020,14
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Artigo Aceito Para Publicacao,2020-2025,30
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Artigo Publicado,2010-2015,2370
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Artigo Publicado,2015-2020,2738
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Artigo Publicado,2020-2025,2706
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Capitulo De Livro Publicado,2010-2015,159
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Capitulo De Livro Publicado,2015-2020,232
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Capitulo De Livro Publicado,2020-2025,187
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Livro Publicado Ou Organizado,2010-2015,24
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Livro Publicado Ou Organizado,2015-2020,39
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Livro Publicado Ou Organizado,2020-2025,27
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Outra Producao Bibliografica,2010-2015,33
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Outra Producao Bibliografica,2015-2020,16
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Outra Producao Bibliografica,2020-2025,15
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Prefacio Posfacio,2010-2015,2
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Prefacio Posfacio,2015-2020,1
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Texto Em Jornal Ou Revista,2010-2015,103
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Texto Em Jornal Ou Revista,2015-2020,97
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Texto Em Jornal Ou Revista,2020-2025,92
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Trabalho Em Eventos,2010-2015,3307
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Trabalho Em Eventos,2015-2020,1698
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Trabalho Em Eventos,2020-2025,844
INCT em Teranóstica e Nanobiotecnologia (INCT-TeraNano),Traducao,2020-2025,1
INCT em Tuberculose,Artigo Aceito Para Publicacao,2010-2015,4
INCT em Tuberculose,Artigo Aceito Para Publicacao,2015-2020,9
INCT em Tuberculose,Artigo Aceito Para Publicacao,2020-2025,16
INCT em Tuberculose,Artigo Publicado,2010-2015,1269
INCT em Tuberculose,Artigo Publicado,2015-2020,1430
INCT em Tuberculose,Artigo Publicado,2020-2025,1235
INCT em Tuberculose,Capitulo De Livro Publicado,2010-2015,172
INCT em Tuberculose,Capitulo De Livro Publicado,2015-2020,69
INCT em Tuberculose,Capitulo De Livro Publicado,2020-2025,72
INCT em Tuberculose,Livro Publicado Ou Organizado,2010-2015,22
INCT em Tuberculose,Livro Publicado Ou Organizado,2015-2020,7
INCT em Tuberculose,Livro Publicado Ou Organizado,2020-2025,13
INCT em Tuberculose,Outra Producao Bibliografica,2010-2015,14
INCT em Tuberculose,Outra Producao Bibliografica,2015-2020,13
INCT em Tuberculose,Outra Producao Bibliografica,2020-2025,14
INCT em Tuberculose,Prefacio Posfacio,2010-2015,2
INCT em Tuberculose,Prefacio Posfacio,2015-2020,1
INCT em Tuberculose,Prefacio Posfacio,2020-2025,1
INCT em Tuberculose,Texto Em Jornal Ou Revista,2010-2015,19
INCT em Tuberculose,Texto Em Jornal Ou Revista,2015-2020,29
INCT em Tuberculose,Texto Em Jornal Ou Revista,2020-2025,64
INCT em Tuberculose,Trabalho Em Eventos,2010-2015,829
INCT em Tuberculose,Trabalho Em Eventos,2015-2020,395
INCT em Tuberculose,Trabalho Em Eventos,2020-2025,107
INCT em Tuberculose,Traducao,2010-2015,2
INCT em Tuberculose,Traducao,2015-2020,4
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Artigo Aceito Para Publicacao,2010-2015,3
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Artigo Aceito Para Publicacao,2015-2020,4
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Artigo Aceito Para Publicacao,2020-2025,7
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Artigo Publicado,2010-2015,975
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Artigo Publicado,2015-2020,970
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Artigo Publicado,2020-2025,781
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Capitulo De Livro Publicado,2010-2015,155
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Capitulo De Livro Publicado,2015-2020,155
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Capitulo De Livro Publicado,2020-2025,61
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Livro Publicado Ou Organizado,2010-2015,22
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Livro Publicado Ou Organizado,2015-2020,30
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Livro Publicado Ou Organizado,2020-2025,9
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Outra Producao Bibliografica,2010-2015,262
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Outra Producao Bibliografica,2015-2020,32
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Outra Producao Bibliografica,2020-2025,153
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Prefacio Posfacio,2015-2020,1
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Texto Em Jornal Ou Revista,2010-2015,78
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Texto Em Jornal Ou Revista,2015-2020,23
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Texto Em Jornal Ou Revista,2020-2025,17
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Trabalho Em Eventos,2010-2015,694
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Trabalho Em Eventos,2015-2020,378
"INCT em Áreas Úmidas II: Inovações em Pesquisa, Manejo e Políticas Públicas em Áreas Úmidas  (INCT-INAU II)",Trabalho Em Eventos,2020-2025,147
